"","0h","0h","0h","6h","6h","6h","12h","12h","12h","24h","24h","24h","48h","48h","48h","96h","96h","96h","0h","0h","0h","6h","6h","6h","12h","12h","12h","24h","24h","24h","48h","48h","48h","96h","96h","96h"
"101247011",0.98573799047264,0.090164352359841,-0.483586582623992,1.78621663461174,1.19440580196066,1.14545589348302,1.26177123117786,0.123717728268552,1.55865918423157,-1.30233789884944,-1.02947226290694,-1.30023345722528,-0.716842151767712,-1.01826729166724,-0.186433139700946,-0.470869429595102,-0.186114191923978,0.141677850799294,-0.140241693950561,0.424184596965809,-0.715200999386809,1.5169017279248,1.74593016961253,1.62770203688273,-0.447967132022394,-0.468522542553813,0.990059326497459,-1.30012822082649,-1.3341252214015,-1.04484218013361,-0.47526275936598,-0.795127682058415,-1.30030425975578,-0.191325131096787,0.477288160646434,-0.162668457082139
"543967",2.53120234282007,0.490670842708503,0.286847256803095,-0.548470278950891,-0.419613306776615,-0.26171026306177,1.18808347176804,0.361656808603907,1.28176489799444,-0.741772796415625,-0.58584066082519,-1.16223043343691,0.268340343516718,-0.391449848868532,-0.455630202769239,-0.541025698027969,-0.435235383067792,0.62637291645441,2.7562995865971,0.995413638400275,1.64907162623552,-0.0968663825447294,-0.139496317790548,-0.268221948311114,-0.727314194593136,-0.116640903885447,-0.386404470149452,-1.26291243229028,-1.3237552423888,-1.37273206627417,0.0368569746523113,-1.14698382722605,-0.618277823228102,-0.479144054184975,1.28495839217527,-0.275810563662318
"543873",-1.16129578493514,0.338784799978086,-0.563103129952419,-0.064883072586374,0.333722430162989,-0.348118118228254,-1.12422597913515,-0.876528251841262,-1.16031653854384,-0.383651916368379,0.286835005592813,0.376041498892963,-1.0460120006147,0.17518381286264,-0.776017426731353,1.68974178687526,2.17642338718929,0.291538581245732,-0.984230844233796,-0.50262969096825,-1.00654406775706,-0.823743578606082,0.0303926482283113,-0.463864533020465,-0.135124811824799,-0.665103248159791,-0.291264053435084,0.111641966613441,0.958672278735403,2.42456566969818,0.0447789852650797,0.515085941038086,-0.94723307181132,2.26016339652819,-0.396817629482528,1.70713555932958
"101244782",1.44687566916209,0.224306370067332,-0.9042741069053,0.27028741070593,-0.860184433595054,1.16825108985002,0.338911675950624,-0.766647187700837,-0.731379422851446,-0.862384747269862,0.180997821758896,0.222653717469026,1.44237246709235,0.245788265383848,0.229061722350529,0.20518470030443,-0.842645971994554,0.373239479540167,0.381686032594992,-0.727593127990022,-0.736680028587373,1.37197453714439,0.203730780654552,3.11583880044438,-0.789850688308086,1.28434585461647,-1.82706513236201,0.223465061269621,-0.038642498199838,-0.957638593361064,-0.877534774970234,-0.0124529828249501,0.222107849358312,-0.856994155300933,0.504650300931556,-1.86376175442796
"101245573",0.936883272467415,-1.27136048397247,-1.17317186972011,-1.00346367368449,-0.655474237531369,-0.331931983845782,2.32163997795638,0.661456479003184,3.36250357927617,-1.0294456876879,-0.792282528085004,-1.02284436643278,0.934191037921254,0.736714976855123,0.351313247596064,0.460733485651256,0.351966630042868,-0.32417660085011,-0.0646347986943414,-0.963634583468515,-0.586559726055369,0.514540773854775,-0.161174196934955,0.816566248971695,-1.11996571084161,0.342118715588757,0.9432208574921,-1.02251425545787,-1.24865750531736,-0.343753084332202,0.573801045185453,-0.278452277846485,0.0978985657329166,0.216918501407677,0.00207240067666883,-0.231042224921043
"101268729",-1.14829125680636,-0.970961321894138,-1.14829125680636,0.459089613181479,0.620806463992096,0.0718655259386596,-0.606820635905531,-0.428271458173566,-0.604775342754739,-0.971454293814342,-0.972155566732061,-0.616438169085956,-0.244355109778857,0.986776390455501,1.15870258854647,-0.441080657851291,0.449119871975672,0.121766380713581,-0.966621535479936,-0.966993995739962,-0.967294684206003,2.255051592521,2.38695989348126,2.10786183009383,0.464842988374088,-0.617134893187921,1.20658364377504,-0.616371050017078,-0.978212207477497,1.45698348160165,-0.442948682013233,-0.635887560082922,0.0925939139907673,0.798877476765453,-0.222988786740161,-0.0705331908586238
"543874",4.36445483545099,-0.06362025161456,0.286306579585192,-0.665751767814118,-0.509030710096986,-0.532699717354609,1.93499838356895,0.115797917146839,1.77677887303153,-0.490167063592853,-0.415867646557987,-0.222570518078591,-0.197323973728978,-0.0418920104037952,0.674289280875098,-0.66755220822813,-0.660505385500983,-0.40945481796883,0.378457750950434,-0.500701691832505,-0.254920641455833,1.2980244083758,-0.357359224361258,0.0390568686297379,-0.491772690593092,-0.477052174455213,0.61498375183481,0.0378900376697618,-0.790041432086021,-0.714226331673742,-0.301692662418153,-0.649099995333827,-0.38135936807271,-0.654658213021977,-0.394130151188721,-0.677588039685667
"544258",1.97816212853206,0.0517896822293295,0.0235796477613737,0.625555393122007,0.961294460218418,1.08923787360258,0.192667972319647,0.278315381533938,0.859769561807376,-1.05413372084559,-1.15148574681742,-0.683095766911835,-1.30013519168973,-1.32089847799898,-0.956774721857602,-0.322229351410602,-0.221450498003171,0.95876692251823,0.587167379602596,0.111349125854998,-0.0805586952588227,0.820529735076578,0.95832231436914,2.44648430000335,0.358779732513938,0.872513439701691,-0.078494962406603,-1.14178626598091,-1.28969657873129,-0.902048761745267,-1.05854554373384,-1.2840887699513,-1.32563099125098,-0.502748555981659,1.41325304458133,0.086264505227043
"101244293",-0.686450821096323,-0.806717733952368,-0.807792364348138,-0.733037380808478,-0.792504885037947,-0.637558863712836,-0.731182188691902,-0.672833911671367,-0.760116496430712,-0.56139750963012,-0.0303464980603179,-0.473617852419374,1.67660483635044,2.34790158186031,2.71641326619974,1.5329705742126,1.02044280420753,1.03368068740372,-0.640973760203561,-0.611898322238026,-0.641963665672719,-0.571548541507606,-0.330485697959972,-0.62810843843468,-0.600621196674898,-0.763482322033519,-0.626947458078077,-0.51701971115665,-0.769179166101189,-0.610146770099438,0.690961406875086,-0.126701506205705,1.24976357940817,0.971898598695665,0.936391616954682,0.955604110057971
"101261090",2.34078041133853,0.752686437404946,0.461870396949255,-0.198044682847993,-1.20753015599942,-0.766806217521081,2.07830462788778,0.574771013925822,1.47703271918237,-0.112647251310643,0.357555369310883,0.507325267284642,-0.899793724088913,0.400616772559674,-0.343736100642921,0.251878005298173,-0.587607769591505,-0.389282686585453,1.1164590759846,-1.01621203946225,-0.273130491576334,-1.42069648140575,-1.69666037255953,-2.23548692964244,0.43230723241782,0.745416566504416,1.35146870695671,0.629979634208334,-0.256913177041783,-0.299540441810679,-0.366211249326699,-1.30007442416755,0.0186563136142606,0.500655946590347,-0.574289931446686,-0.0531003703909311
"778202",1.93009365481722,2.04460287020223,1.1792428688327,-0.484677549984415,-0.487890963949251,-0.658746877691367,0.034287113656276,-0.653324724787336,-0.47977758708565,-0.656339960360473,-0.657007419939946,-0.149705452695269,-0.652580164291741,-0.655306951394331,0.188776095152431,0.0167383438791363,-0.48678622316509,-0.651961908998452,2.28773209385656,2.62646234027895,2.27619964767638,-0.654163856385672,-0.656410778222619,-0.824650359880482,-0.483460669052746,-0.656135176448969,0.382219472870807,-0.31837779670877,-0.662772027103322,-0.328719164657869,-0.65681710749752,-0.662084665748341,-0.655928459757997,0.186230691030506,-0.120100696603473,0.201141350157904
"101268445",-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,4.085874887812,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,1.91169192452913,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,1.86140200060862,-0.37307621807219,1.8157594690662,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,-0.37307621807219,1.89063447822195
"101256097",-0.750222148328498,-1.51394396998114,-0.837010065762959,0.637073264230096,0.596697195023483,-0.160380243045615,-0.756655456343407,-0.764393052951858,-0.745784486061812,1.29988746974676,0.578182684702264,2.72580228734645,0.689438304055013,-0.0883433046810878,0.609883031781792,-0.815454839244066,-0.804492800331119,-1.46482986143182,-1.46204441684485,-0.743786697954311,-0.748581280154547,-0.0644052729986724,-0.11145900493983,0.464351752496292,2.0813624561346,0.600101904536442,-0.0241250268337804,0.606191777086118,1.78930462496293,1.21193347678291,-0.822901413030536,0.450593005699195,-0.101358571817768,-0.106420635742564,-0.683780639391993,-0.770430046712131
"101265942",-1.12677254491051,-0.480223288348632,-0.0491318215359073,-0.192664234031618,0.410233151335337,-0.0873238984766334,-1.30501343274594,-0.899614520735557,-1.62400469086197,1.22850088162932,0.954895475470606,0.835095656237017,0.968429038624174,1.35492326070829,-0.0643222585996622,0.816759703239164,-0.88726659493793,-0.43862359836997,-0.768917334870408,0.0621107749411783,-0.115835069751607,0.489351768551802,-0.00529113524530403,1.1670834698357,-0.421792415477335,-0.242173977063785,-2.04509374368221,-0.398628962528448,2.45563252541232,-0.188774073957365,1.20825507480723,1.14331807447303,1.32824895260655,-0.982880432130718,-1.18833043342875,-0.910159346181448
"101254819",-0.763938045191558,-0.481970370078425,-0.520414543455465,-0.255816519730796,0.40187788222718,-0.690346479887985,-0.26556403400135,-1.23440577164548,-0.809565002769904,0.89561932173051,1.27067546764937,2.69695128335593,0.551433169690375,-0.220531192493151,0.664611434616368,0.300045467006449,0.466421753959015,0.771577500157123,-1.36055435139444,-1.01052208560166,-1.47219289423002,-0.545681348575278,-0.592656175388865,-0.555741311590973,2.92262606579824,-0.0906930458883296,-1.013138374731,0.908916694309662,1.1333228740516,0.563017102292183,-1.04592502015883,0.10248449136345,-0.135443677049669,-0.637236078303859,-0.116354454024751,0.169110267984337
